id,rate,score,title,neighborhood,price
eG5VcB6XuSp-C1mAggD_Cg,4,86,french,Financial District/South Beach,$$$
DcYKlWYozXovDDGY1VZk0Q,2.5,96,french,North Beach,$$
TkI_23ROVAsSDLg6ovzdYw,3.5,94,japanese,Nob Hill,$$
xij-evVK6YrU5b1_TKAqsw,3.5,98,japanese,North Beach,$$
Xnm-vHeO_T3C7rfVyRMXig,4,94,japanese,Financial District/South Beach,$
KJ5SsBC-OmwFT1iCMh-Rsg,4,85,latin,Bernal Heights,$
NLc5sKgqHcH95qMoCGikJg,4,71,latin,Excelsior,$
sasR19uB_5lsk5MT3wgQMQ,4,90,latin,Outer Richmond,$$
2EGucgCJbPhkHjPTnZCzrg,4,85,latin,Excelsior,$
5q4iWQKGIcFl6KfyWEI7-A,4,85,latin,Excelsior,$
0Yw-OWhZAU8BI852cx21ug,4,86,chinese,Chinatown,$
FmGF1B-Rpsjq1f5b56qMwg,4.5,87,chinese,Chinatown,$$
JJnkXwf96vh1Uu7XZWZZAg,4,98,french,North Beach,$$$
PTFxtXS47ZVRCdZIrEWvGw,4.5,92,italian,North Beach,$
sQaHwhP1s9wVOencbEGrkQ,4,83,chinese,Chinatown,$
YqvoyaNvtoC8N5dA8pD2JA,4,92,italian,Mission,$$$
7qSq-m4LRu3PAfroD-LKJg,3.5,85,latin,Nob Hill,$
Fo5Wscbb9rwcLuaO-sc2zQ,4,88,chinese,Chinatown,$
C0whbbQhUMBv8X-Mmtqrcg,3.5,92,chinese,Chinatown,$$
BNclpAIcHH8v0zC2w5jdXQ,4,96,chinese,Financial District/South Beach,$
mk2WW5bA-0WfQP1Uo17_Sg,3.5,87,viet,Financial District/South Beach,$
AQviX2W0XXJqYtc73KaNxQ,4,94,viet,Castro/Upper Market,$
UFX2mEq82sF8kpuSUkAZ3g,3.5,91,viet,Financial District/South Beach,$$
TEvPUNNIRNdiLLKYcKTFVg,4,96,viet,Financial District/South Beach,$
tHJQH4je6TrwJxotjHtP_g,4,94,viet,Financial District/South Beach,$
EKjWDdbDE1qCk8HECVxD8A,5,96,viet,Financial District/South Beach,undefined
O-UenHinrjyX1poNa4Cafw,3.5,98,viet,Mission,$$
I2B05NZUgigDU24PtTvlwQ,4,92,chinese,Bayview Hunters Point,$
Nvc1XZVJZhp2CHbh_hTLUw,3.5,94,chinese,Outer Richmond,$
mzLa9Ye79zLiKxvExCngtw,3,96,chinese,Sunset/Parkside,$
sBMuIHnFUmtBs86iV4ZNeQ,4,88,chinese,Sunset/Parkside,$
7SRJWnPVRxwqke3d82qefw,4,96,chinese,Sunset/Parkside,$
uauHhqLPVP0ug-_qCzzT9Q,3.5,87,thai,Sunset/Parkside,$$
LFxokisnLXNgVKpM_fJZqA,3.5,67,chinese,Sunset/Parkside,$
NGPpY1rZSuWZ7Sqdi43mCQ,4,74,chinese,Mission,$
ZPVCTXm4olsIEk4rWwAIWQ,3.5,85,chinese,Mission,$
QAfE9I-fVTF_zQtTjILsMQ,4,92,chinese,Mission,$$
27jQXgyYIFvVSXaiF47YrQ,3.5,84,latin,Mission,$
Syaydy3OIMsziI1spwAanA,4,85,italian,Mission,$$
gKaBgL0FS7JBjBAKU69foA,4,87,italian,Mission,$
a65f7jC8nGBZfmW31EtHbg,4,90,latin,Mission,$
IHcOOCDt_NOENttBE7lWSg,3,87,thai,Haight Ashbury,$
ZzlQeq0FH1m8AXoHF3qnpA,3.5,85,italian,Hayes Valley,$$
HSLPjCmw6r_LrzmrNVScsw,4.5,90,italian,Hayes Valley,undefined
oY2Jvi31y-7qMctAHR8Wnw,4,92,italian,Hayes Valley,$
b1zMlSbFOk5MfxJ_HiB4SA,4.5,87,italian,Lone Mountain/USF,$
eOCVoXsOEnbr9c89RD0UEQ,4,84,italian,Haight Ashbury,$$
DlLsw9bJMJ-YdnrUp2G7mw,4,81,american,Mission,$$
uAVg1yq5kb3Ia2Ve5_K5HQ,4.5,87,american,Mission,$
QjnmVuqVArA7d-syiUCiUw,4,88,american,Mission,$
F7cpHf8ovSaZhQSTRQAVkw,4,74,italian,Chinatown,$
7tGDE-dZMXCraDNQYRwKow,2.5,90,italian,Tenderloin,$
GnReX_ZUNEL39c7AiWhGjA,3.5,89,american,Castro/Upper Market,$$
LOnMdHbYlpkRy0T2lf28fw,3.5,96,american,Presidio Heights,$
9MuV8P0WwlWPidYY2eC8Vg,4,69,chinese,Tenderloin,$
VNwBoUcgy5FbiurWXgtDHg,3,88,chinese,Nob Hill,$
Cj9Orl6DQnOR75qT-l3jCA,4,77,viet,Russian Hill,$$
L1CQQFWSP9AbGtcGIyfptg,2.5,94,viet,Lakeshore,undefined
uZybAaC88oLnqR1FEUamGQ,4,90,viet,Noe Valley,$$
RW6XYLXNxLHZFQKc4bczlw,3.5,81,viet,Mission,$
3236WheGABGCs6hdshWnjA,3.5,76,latin,Haight Ashbury,$
DpZYSh3CLj2A1B5jCVXvfw,4,100,japanese,Lone Mountain/USF,$$
BLcV0Z4nzKLkCjneKrTclA,4,92,japanese,Inner Richmond,$$$
w83ZWz4tEBTIct6l8GS7TQ,4,100,japanese,Presidio Heights,$$
PzbzvmEnn7cs7WmbmlD7ew,3,90,latin,Presidio Heights,$
ZX5XUU9z1nmoUyiuPtjSLg,4,77,thai,Inner Richmond,$$
LbafZvZKbs1G1_RhkJJUxA,4,72,latin,Tenderloin,$
l_wjG88ec7v-FHTyp-k4cQ,3.5,91,latin,Mission Bay,$
D1-_5ff4aic1-7rLqzUd4g,3.5,74,chinese,Mission,$
cac6q5C271Yve86zQl5ScQ,3.5,90,viet,Sunset/Parkside,$
BORik_MbIabFgzdFRVLDvQ,4.5,87,viet,Mission,$
2ocTtBOx-1TghQrBxFjORg,3.5,78,viet,Mission,$
l4IwXobNj4dVxz2eGP6hPw,2.5,100,viet,Castro/Upper Market,$$$
6dpogM9AfMtNcXswIDJ1sg,4,88,viet,Haight Ashbury,$$
RyMG16yT-rON-uscR3QFwg,4,94,viet,Haight Ashbury,$
C36BK5luxi-8apVMMhsizQ,3.5,98,viet,Financial District/South Beach,$
AA1wdUC-d3XyHp_6G2dD_w,4,83,american,Castro/Upper Market,$$
6BMxNLbCSQIe72nYGiJBXA,3.5,85,american,Castro/Upper Market,$$
o9KZAEgORSys5J4oqiGtEg,4,83,latin,Mission,$
9kqooKOcH_o-KuumqAGIpQ,3.5,74,japanese,Mission,$$
Yoi7EGQTub3lWg-x6ubJEQ,3,80,latin,Outer Richmond,$
kM64kcWiK3TqhB0HeAUGeg,4.5,94,latin,Marina,$
uXfKnbkDgtIPKw48MeQdKA,4,87,latin,Noe Valley,$$
d77g3hmKBhcksWR4LKGS_w,4,85,latin,Bernal Heights,$$
c22FFlw_mGsT1TcgZpOo8w,4.5,80,latin,Glen Park,$$
2hR4tWOCcz88HFYB4U3FkA,4.5,100,latin,Castro/Upper Market,$
Di4kb-1tnjP5OKFuV8qbUA,4,81,viet,Nob Hill,$
UyA7m3aI7SB0hWdMzlwGWQ,3.5,92,viet,Haight Ashbury,$$
AMo18ayQeXDlEaeYG_GGKA,4.5,100,viet,Tenderloin,undefined
EB5Luwg0aGXORbJjIY6syg,2.5,86,latin,Castro/Upper Market,$
OzFb5aZuA3RGV_YZlxorNg,4,92,japanese,Castro/Upper Market,$$
RbTr1hKjgkte-wiUXKSrCQ,3,94,chinese,Mission,$
Irzn8SThab39vigvKXjMzA,4,87,latin,Excelsior,$
p2UxlDCm7aIP9jpK6g1e5A,4,81,latin,Mission,$$
_zu83bXlHo-76rawc_E8gw,3.5,92,latin,Glen Park,$
A9QDUzIGMcybhLhtPDSN4A,4,87,italian,Outer Richmond,$$
dPR81xmmtcTx126HMZlaKQ,3.5,85,american,Hayes Valley,$$
yxfq9eICLD5M4Sw5Fddc0A,3.5,88,american,Inner Sunset,$
Ew12TaYkYC3bkUiJ36gdLg,4,96,american,Mission,$
A2lE5KbHZrbkke-_XNjKRw,3,100,american,Outer Richmond,$
hPz83m43JzMUzgAoE3SgzA,3.5,71,chinese,Outer Mission,$
KiQuvELzKiHx5qg3RWaoxg,3.5,85,japanese,Japantown,$$
2sNnba1Y2-oVZHwhp0vEcg,3.5,92,japanese,Noe Valley,$
T1BuzZTXl9fjT31wbG1GuA,3.5,94,japanese,Russian Hill,$
USbpXRK2pFey0V24QcgXsQ,4,100,japanese,Pacific Heights,$$$$
aB_jimByFRPpde3LC13ucw,4,87,american,Outer Richmond,$
6zXVo_uK_GVqN3Z0t5KFHQ,3.5,90,american,Hayes Valley,$$
eEcYruNImvfVGPZ8RmjBBw,4,100,american,Financial District/South Beach,$
4YQg81cDjn2Ei7NYvRHXpA,3.5,85,french,Pacific Heights,$$
OFqs9YvnjG-ic7TUEAscMQ,3,98,french,South of Market,$
CvmIfaftFA4bp0HBnwQ_bw,3.5,88,italian,Chinatown,$$
imNRDs0iUHjsxaWOvIGwNg,3.5,87,japanese,Mission,$$
Oso0WyQvRWlgTq4GFvr5Sg,3,89,italian,Tenderloin,$$
gFcSLTJo3HXdkXScg0FgcA,4,100,french,Nob Hill,$$$
MDTJK0mH5Xc14aCwNuMg7Q,4,94,italian,Nob Hill,$$
KK2_oX8TbDd4BOa0Nunn2w,3.5,79,chinese,North Beach,$
ld0mW_4EUFVK-izi5mD3GA,3.5,87,chinese,Japantown,$$
8O2Z292anffuimm9OXkbUA,4,90,chinese,Russian Hill,$
FsJymPpKKM2mtzMDpSVxiA,3.5,86,chinese,Financial District/South Beach,undefined
uxsyxN9uJZoZ5jobVBM3sg,4,79,chinese,Financial District/South Beach,$
b3mmxh_9aw25vkMmujG9jQ,3.5,87,chinese,Mission,$$
lbhoHNWZVSQxPqkA2AgknQ,3.5,73,chinese,Chinatown,$
gqVl3RprESEqkIPeJH0yOg,4,92,french,Haight Ashbury,$$
8me3E8m_LxwSuf_BZKNqjQ,4,85,french,Nob Hill,$
E57pVQIALaavqxkbobVRow,3,92,french,Excelsior,$
#NAME?,3,72,chinese,Noe Valley,$
HCTOtXfbGDTcYsnE_gl35Q,3.5,85,american,South of Market,$$
MKGPb57KYoj11x0t7r5HGw,4,69,chinese,Inner Richmond,$
ENOSkB2B8NZNxOtNFmFAZg,4,90,american,Mission,$
0COxcLD-42ecMqBYyoUfyQ,4,92,italian,Noe Valley,$$
P8zfrRHemETl3gYFY5FFNA,4.5,96,italian,Bernal Heights,$
bENuHq5nDdvSEDsIxSBnQA,4,91,american,Haight Ashbury,$$
PpJP04qfX_UxhFCwt0lwzA,3.5,77,american,Noe Valley,$
k-7RjwprL6YYERds-SXZEQ,3,96,chinese,South of Market,$
oqJgvaszapDJ5HMdG9Q2Lw,3,98,chinese,Bernal Heights,$$
uGzVk45wG2tOjNUzTfH9_g,4,86,chinese,Financial District/South Beach,$
rQ0IS-WDra4BuF0qQkVQKQ,4,79,chinese,Financial District/South Beach,undefined
HlNLTbcVHi2oltuPOA2kyw,3.5,96,chinese,South of Market,$$
_GpF4tW9aXkSpAPhXpLJZQ,4,88,latin,South of Market,$$
IaDXv2ZNo2HUeTatlsjMsw,3.5,96,viet,Chinatown,$$
mZcxUJOnsKKhEiDaiAfyHg,3.5,81,french,Financial District/South Beach,$$
iRittrE0Pld2u3Vq_lxC_Q,4,96,french,Lone Mountain/USF,$
6y26VcGgSuiJrcXk6YKXyw,4,92,thai,Sunset/Parkside,$
_MB9ozh0K7trfu9y8aCk3A,3,91,thai,Financial District/South Beach,$$
vckDXQCcqHDwgOhBpzH2qg,3.5,96,american,Sunset/Parkside,$$
KNjay-slya3gi7rw13ifOQ,3.5,83,japanese,Pacific Heights,$$
wnGWyRbY0--cBaL_LL1ZwA,3,92,japanese,Excelsior,$
JoH_yAdSZRSqh-QvpDjxfw,4,91,latin,Mission,$
bGI_oq-DVPo2bWJZxDf9gw,4,87,thai,Tenderloin,$
vsNXAscvm-FIU423Cy874w,3.5,90,thai,Tenderloin,$$
DsIw4CpBUpZ1gHzH0VrbSg,2.5,83,thai,Tenderloin,$$
xZIar7Wc8YCUiAz7S_0Gdg,3.5,94,italian,Pacific Heights,$$$
_sl4NUAHcrqU-F9x25kBQw,3.5,94,american,Pacific Heights,$$
HWWXRD3KWJRB-WBuXX9RKQ,4,90,italian,Marina,$$$
z93mjnqenYRyeoWqOJXlrA,4,87,italian,Bayview Hunters Point,undefined
M0xEpdbcmF6iEG7LSST_lQ,4,86,italian,Outer Richmond,$
aQuwkkUS_S52ga0PxiOIag,4,98,italian,Mission,$
Ce3GMfMd8Or4Uwn5I7GOuQ,3.5,80,italian,Excelsior,$
OM8v0GDGzdIhcJODUDCv2Q,4,85,latin,Mission,$
U4W2psx3vypnyP_c6CzZdA,2,98,latin,South of Market,undefined
JU3t0Bae1G4p4NVM0sS0Xg,4,84,italian,Excelsior,$$
#NAME?,4,92,italian,Bernal Heights,$$
aQZfzVaKO7vVg4FqnOMtNA,3.5,90,italian,Nob Hill,$$
yNMCITEPGh6cgqd6VDfQOg,4,82,italian,Nob Hill,$$
nCu5bwtvVr04_KvuVGJxBw,4,80,japanese,Chinatown,$$
9GDwCGORwtpgiQJs3K72JA,3.5,87,japanese,Financial District/South Beach,$$$
P1P-ByAIL4OlqlBTzrVlhg,3,90,japanese,Financial District/South Beach,$$
plIGvvIOAKiuCQybfnzSsQ,3.5,75,american,Chinatown,$$
KRpCCCBwaJBGrkBCVUhW7g,3.5,77,french,Financial District/South Beach,$$
mnpBIXtI8f1_My6v7sXfYA,3.5,78,chinese,Chinatown,$
3XyCChhZ6NFnrhaziajVWA,4.5,92,chinese,North Beach,$$
RAO5L5XSbZtg2oIGOftN2Q,3,92,chinese,Financial District/South Beach,$
gg--F2Z-X2Qh1fkkm1ODHA,4,86,american,North Beach,$$
D0S0urMr-WbYCpj4MX0kyA,4,87,american,Financial District/South Beach,$
1J9JWlQJCQZ4SdPXRxxdRQ,3.5,85,american,Financial District/South Beach,$
X92ZYvxWrmmEjAMKgiyN3g,4,94,american,Financial District/South Beach,$
deDtn5INFHv8FNYty03hLQ,3.5,74,italian,Financial District/South Beach,$$
rBwaN3XeaCQGUH1RLgo0tQ,2.5,89,chinese,Lakeshore,$
ogif-GNQYoVNsc9mqI378w,4,90,viet,Inner Richmond,$
qkArHlJuZHD4Cqe98yCnFQ,3.5,85,viet,Outer Richmond,$
giVuQ_GwW5m0Fx6Ffu6dRQ,3.5,90,viet,Inner Richmond,$$
vfK7_QDzzQfzaXf4zOz0fA,3.5,83,japanese,Sunset/Parkside,$$
J9UyFeAMsZhqCFNxSFNNkw,4,76,japanese,Inner Richmond,$
e02eHaL0toY64Tzodnx8_Q,4,88,medi,Sunset/Parkside,$
KCVZ0Z5GQgQxduizQ91O1Q,4,86,chinese,Inner Sunset,$$
ZJeACgKeEPuk3v0UiR9Y_Q,3.5,87,chinese,Inner Richmond,$$
vogO7OMasID3sa8_k9RmpA,4,89,american,Inner Sunset,$
jhVo92kIQSPFQTzBaIhP6w,4,90,american,West of Twin Peaks,$$
NE5F0rMk0uw0gHlE4Kw3AA,3.5,94,korean,Sunset/Parkside,undefined
2q1Trf5erXkY6hWyH9tOCw,4,90,chinese,Sunset/Parkside,$
2KpVYd8WcRj11xEpryOL6Q,3,77,chinese,Outer Richmond,$$$
Ye6oSvS6dhNSeK9UjurU_g,3.5,88,japanese,Sunset/Parkside,$$
VxT3LXwPdHEz1qpXeI5hig,3.5,88,japanese,Outer Richmond,$
eYXwVR4mMAjzkJnm5wneHQ,4,91,japanese,Inner Richmond,$$
r7hzfE40LUC5xRVpzcLjmA,3.5,81,chinese,Outer Richmond,$
ujcjhdqASXV5G1S4Gemq3A,3.5,96,chinese,Outer Richmond,undefined
lOSf40Yd3s29fY5bj72IOw,4,86,thai,Sunset/Parkside,$$
F4YXeDcxJbXNnGTWcAv4_g,3.5,69,thai,Outer Mission,$$
cxsx1IG_FKKqORs1f9tfFQ,4,92,latin,Outer Mission,$
rBwaN3XeaCQGUH1RLgo0tQ,2.5,89,chinese,Lakeshore,$
bf72ckc4mWwcpqoZiFfVHA,4,86,chinese,North Beach,$
RJjuozKTsgwPNa429tnxbg,4,84,chinese,Pacific Heights,$
ugXtAA14p4EoD42zMaF1Xw,3.5,89,american,Pacific Heights,$$
tjDBlIQmwLy_JqMj7bT_3w,3,100,american,Pacific Heights,$$
wAPk6QJV6NtXxNQgSd1dkA,3,81,japanese,Japantown,$$
6-M8QJXhNJAK92uJcWHfmg,2.5,90,japanese,Pacific Heights,$
AHIG8JTWYfSP_acvUUKL-Q,4,85,japanese,Pacific Heights,$$
f_uf8paCL1pJ29ZI4AyiEg,4,91,italian,Pacific Heights,$$
6hi9S4nLmAmk0KYr_EFNCQ,3.5,92,american,Marina,$
xO2V0wkXP3Na-mWhLo1ZxQ,4,83,french,Russian Hill,$$$
WKJzi4g1OGp1nW_6ZJD_rQ,4,96,french,Russian Hill,$
MaQ2_SBnZN7DjiqtMOUUsg,4,90,french,Russian Hill,$$
SIlvau33Tsp5IuEEmGf46A,4,85,italian,Russian Hill,$$
Wo-ruLEoNLGNGG7gTv7LoA,4,94,japanese,Marina,$$
u2qFhVAiH3kQIGhEW6PmMA,4,74,japanese,Marina,$$$
gPMeR13r24uBVvWtp5MOWg,3.5,88,thai,Russian Hill,$$
hnoOXDcgN4xqLOU6lplGXg,4,86,american,Russian Hill,$$
COXn4BULAsOTirWRyyvrsA,3,100,american,Tenderloin,$
Wi2c4gGu2W-QFBSumihRfg,4,96,viet,Tenderloin,$$
2PRgMkqX2dRrcuaJEi_1Rg,4,81,viet,Tenderloin,$$
Q4TlU84kFaPycqsFmQaLkw,3.5,92,italian,Tenderloin,$
shGrK3zfITUUY4SsqKk_Bg,4,96,japanese,Tenderloin,$$
Kxwc8PIKy2JsegNwgBjAtA,4,94,japanese,Pacific Heights,$$$
jDudECH_txVOMojPkGK9vA,2.5,73,japanese,Marina,$
Y7pNK-ucWKJjfG1TzQjbAA,3.5,92,chinese,Marina,$$
TykrtPTAlPO5k9qaaCBj4A,4,90,chinese,Financial District/South Beach,$
H1n4hE8uLFs_W1w-j7M2ow,4,92,chinese,Inner Richmond,$
Ug9a63OBRBje0796bFFPgA,4,84,french,South of Market,$$$
8pZevgVXucZStPwUYPfAkQ,4,89,french,Potrero Hill,$$
